1003199410000,38882617,
1015197510001,14053404,
1028198310002,17258236,
1028199710003,90563032,
1011197610004,18271626,
1010197010005,84810246,
1026199010006,85818687,
1008196110007,81663566,
1005196810008,54153024,
1008197910009,95571544,
1007197310010,47768624,
1002196610011,32106338,
1020199010012,92233027,
1000198110013,51253433,
1013199710014,72671564,
1005197010015,70050047,
1029196110016,46008222,
1028198710017,60452682,
1012198210018,11375587,
1017199210019,67221700,
1012196310020,84177631,
1012199410021,72153135,
1006196310022,85711805,
1017198310023,17657714,
1000199510024,82016561,
1014198510025,95741325,
1017197210026,11564781,
1019198010027,54364824,
1001196810028,15731301,
1028197710029,54743850,
1007196310030,28645132,
1027198710031,14570104,
1018197110032,84604355,
1029199510033,46432461,
1019198210034,21632033,
1026199010035,87457586,
1024196410036,58800667,
1016197910037,66657323,
1016198110038,65031623,
1008198110039,38644765,
1020198810040,66110168,
1016197410041,73220281,
1019199410042,63120876,
1005199110043,50838723,
1029197810044,82685757,
1007199410045,56234787,
1028199110046,74861345,
1004196410047,98311282,
1003197810048,63668142,
1002196610049,75704316,
1024199310050,67762216,
1027196310051,74308246,
1016197310052,20856741,
1006197610053,43841642,
1011196410054,34517382,
1017196310055,20236663,
1023198510056,83363542,
1002197810057,97715187,
1007197010058,67346086,
1010197010059,71607170,
1005196210060,66243408,
1020199610061,90317833,
1008199710062,51651378,
1015198010063,86844417,
1023196710064,76007264,
1027199410065,40166552,
1020197510066,65885247,
1024197910067,52672833,
1003196910068,33588275,
1029199110069,25648857,
1015197010070,46785680,
1000199510071,35330472,
1023196610072,66673670,
1009198910073,14407365,
1011196710074,11665228,
1004196110075,44378255,
1018199010076,75187218,
1017196610077,58277774,
1003199310078,22521005,
1017198610079,44657658,
1016196310080,71062638,
1023198810081,16608148,
1019198510082,22507558,
1003196210083,98511483,
1012197110084,51161085,
1010199010085,64827214,
1015198810086,56832242,
1001197310087,11460523,
1011199610088,86330848,
1011196610089,85250465,
1016196810090,13857163,
1003198610091,73042081,
1013196710092,63465087,
1024196110093,45464544,
1012198010094,60286623,
1027198510095,17840768,
1022198710096,34464528,
1024196010097,10581028,
1006196910098,98540518,
1015198110099,73871713,
1001197710100,11530583,
1000197210101,20265005,
1024198810102,16468523,
1026198910103,66653753,
1022198710104,91320121,
1024198610105,16883726,
1023196510106,52461032,
1029198410107,11176361,
1003198310108,92870444,
1027198210109,65665342,
1020199010110,43080517,
1010197310111,48871620,
1026196610112,42115787,
1003196610113,60348512,
1028198310114,92485317,
1011198110115,92323052,
1027198910116,44336513,
1010198110117,88753403,
1017199710118,14240418,
1011197310119,67216871,
1027196410120,26834126,
1029198810121,55821108,
1024198610122,48104835,
1016199710123,42756614,
1020196710124,66300117,
1023196010125,56733220,
1029197010126,25678508,
1011198610127,17004747,
1025196410128,15616636,
1029196010129,46573751,
1021199410130,81035147,
1020197210131,56122652,
1010197810132,61546650,
1017196810133,57880501,
1003197710134,51007580,
1003196110135,46457836,
1029198610136,50614784,
1017198310137,92785317,
1023198410138,80543412,
1013198910139,88530844,
1022199110140,43585140,
1016196910141,21367105,
1005197510142,81652473,
1024198210143,76623807,
1025197410144,15433357,
1009197610145,53145688,
1023197910146,18101506,
1013198510147,94424350,
1012196210148,52454272,
1026199610149,64405400,
1024199610150,74724760,
1012196310151,31067285,
1023196210152,91536273,
1016199510153,26026853,
1022197010154,97738706,
1007199710155,87358447,
1022199610156,38105307,
1027196810157,97324457,
1021196610158,70162800,
1009198010159,72536632,
1015198010160,32701315,
1007199110161,72546741,
1013197610162,68551476,
1026196610163,41310258,
1021197810164,95344460,
1024198510165,14622587,
1021199110166,36630425,
1020197610167,93266866,
1020196910168,71076866,
1023197510169,25020726,
1003197710170,94338564,
1029198610171,32706530,
1010196510172,41066618,
1029198710173,38508112,
1023196110174,24358187,
1015199310175,76255367,
1028197910176,25301646,
1005196910177,58101245,
1023197210178,30377011,
1028197910179,18677582,
1002197510180,40313631,
1012198510181,46562545,
1017196910182,70827336,
1007198110183,16440035,
1006198110184,91532440,
1016199710185,86571876,
1009197410186,27113675,
1001198710187,11833104,
1010196210188,20401121,
1010197110189,77604023,
1025198210190,30434148,
1021196310191,31046201,
1024198810192,88821755,
1008199410193,97812268,
1003196310194,38111515,
1028198610195,32454604,
1008196110196,63505656,
1006196910197,94140536,
1010198010198,24317005,
1019199110199,41874683,
1009198010200,94133405,
1029197210201,94755753,
1028196310202,17685610,
1000198610203,96247375,
1017198310204,42885010,
1007196710205,70566071,
1000198810206,87824221,
1016196710207,63538454,
1010196010208,17466440,
1026198310209,40810452,
1026198210210,32586008,
1008196210211,60682160,
1027197010212,75366684,
1003197810213,80205424,
1019199010214,33412164,
1005199310215,68330842,
1000196010216,26152263,
1010198110217,73186617,
1010198910218,47277136,
1012199710219,97880682,
1018197110220,80151712,
1026196010221,94726455,
1005199510222,61782656,
1023199410223,97302382,
1000197310224,41576242,
1025198910225,57072483,
1011196410226,63832533,
1023199510227,10273877,
1023199010228,94806481,
1015196010229,91073063,
1005198810230,67256617,
1015197410231,30832844,
1014198410232,58350544,
1012198610233,98470573,
1015199010234,86081352,
1014198810235,28533358,
1006196010236,85467571,
1007196210237,91620464,
1026197310238,56706311,
1006197610239,63511567,
1004196810240,10665442,
1013196810241,70525182,
1004198510242,26612038,
1008196110243,23676074,
1029199710244,40103715,
1011196310245,70700486,
1006199610246,43207146,
1009196410247,73244824,
1001197110248,22435418,
1008199110249,53070765,
1006199310250,27226004,
1013198510251,45682207,
1013196410252,61818164,
1008198510253,93313557,
1022197910254,65575318,
1027196910255,37457026,
1004199710256,98314427,
1017196410257,41350320,
1006197610258,48412843,
1000199710259,32047001,
1014198910260,57410338,
1019199510261,20636524,
1013199410262,81504016,
1025197310263,93041240,
1015197110264,87523811,
1007198810265,51615248,
1000198710266,17316216,
1023197910267,26754302,
1023199410268,13521680,
1025199410269,22563010,
1010199310270,26501526,
1007198810271,46133315,
1025196410272,43814663,
1001198510273,34886123,
1001197310274,54160388,
1000196910275,11811586,
1004198910276,37600420,
1008199510277,37567527,
1005197810278,65136062,
1004196310279,45428360,
1018196710280,62825135,
1000198110281,96583712,
1014198710282,61200188,
1009196310283,72676335,
1001197310284,70557403,
1019198310285,95477530,
1026197010286,28606747,
1012198210287,75014227,
1006199610288,21450264,
1012198010289,96328625,
1014198110290,12084521,
1011199110291,68253585,
1014197310292,54234863,
1014196310293,41317754,
1009198810294,78717871,
1014198010295,10225247,
1023199010296,30625447,
1024196010297,85235188,
1024196710298,20685084,
1014196010299,34037247,
1006197710300,43778254,
1009197310301,21187505,
1011196110302,48407727,
1019197210303,15758311,
1021196210304,68341581,
1012198010305,33050763,
1002197110306,63366081,
1027196910307,41324323,
1022196510308,26074847,
1021198210309,43505220,
1011199310310,72808442,
1000199710311,46878258,
1018199510312,60022500,
1008198210313,26467712,
1015196310314,44021475,
1017198710315,77657561,
1019197910316,32575061,
1006199610317,13384006,
1019197910318,67821474,
1017196510319,58020487,
1012196710320,32240676,
1018196810321,65270447,
1020198810322,54726787,
1029197910323,96843801,
1026198510324,23325103,
1029196710325,74177300,
1011197410326,50305762,
1029198710327,40056873,
